experiment_id	dataset_name	evaluator_name	method_id	display_name	run_name	train_subset	val_subset	metrics_path	predictions_path
sugarcrepe	sugarcrepe	pair	rse_adaptive	RSE-Adaptive	sugarcrepe_rse_adaptive_qwen2_vl_20260325_040658	/root/autodl-tmp/FGVC/swap/subsets/20260325_040658_rse_expanded_suite/sugarcrepe/train_subset.jsonl	/root/autodl-tmp/FGVC/swap/subsets/20260325_040658_rse_expanded_suite/sugarcrepe/val_subset.jsonl	/root/autodl-tmp/FGVC/swap/outputs/20260325_040658_rse_expanded_suite/sugarcrepe_rse_adaptive_qwen2_vl_20260325_040658.metrics.json	/root/autodl-tmp/FGVC/swap/outputs/20260325_040658_rse_expanded_suite/sugarcrepe_rse_adaptive_qwen2_vl_20260325_040658.predictions.jsonl
sugarcrepe	sugarcrepe	pair	rse_pca	RSE-PCA	sugarcrepe_rse_pca_qwen2_vl_20260325_040658	/root/autodl-tmp/FGVC/swap/subsets/20260325_040658_rse_expanded_suite/sugarcrepe/train_subset.jsonl	/root/autodl-tmp/FGVC/swap/subsets/20260325_040658_rse_expanded_suite/sugarcrepe/val_subset.jsonl	/root/autodl-tmp/FGVC/swap/outputs/20260325_040658_rse_expanded_suite/sugarcrepe_rse_pca_qwen2_vl_20260325_040658.metrics.json	/root/autodl-tmp/FGVC/swap/outputs/20260325_040658_rse_expanded_suite/sugarcrepe_rse_pca_qwen2_vl_20260325_040658.predictions.jsonl
vlguard	vlguard	raw	zero_shot	Zero-shot	vlguard_zero_shot_qwen2_vl_20260325_040658	/root/autodl-tmp/FGVC/swap/subsets/20260325_040658_rse_expanded_suite/vlguard/train_subset.json	/root/autodl-tmp/FGVC/swap/subsets/20260325_040658_rse_expanded_suite/vlguard/val_subset.json	/root/autodl-tmp/FGVC/swap/outputs/20260325_040658_rse_expanded_suite/vlguard_zero_shot_qwen2_vl_20260325_040658.metrics.json	/root/autodl-tmp/FGVC/swap/outputs/20260325_040658_rse_expanded_suite/vlguard_zero_shot_qwen2_vl_20260325_040658.predictions.jsonl
vlguard	vlguard	raw	sav	SAV	vlguard_sav_qwen2_vl_20260325_040658	/root/autodl-tmp/FGVC/swap/subsets/20260325_040658_rse_expanded_suite/vlguard/train_subset.json	/root/autodl-tmp/FGVC/swap/subsets/20260325_040658_rse_expanded_suite/vlguard/val_subset.json	/root/autodl-tmp/FGVC/swap/outputs/20260325_040658_rse_expanded_suite/vlguard_sav_qwen2_vl_20260325_040658.metrics.json	/root/autodl-tmp/FGVC/swap/outputs/20260325_040658_rse_expanded_suite/vlguard_sav_qwen2_vl_20260325_040658.predictions.jsonl
vlguard	vlguard	raw	rse	RSE	vlguard_rse_qwen2_vl_20260325_040658	/root/autodl-tmp/FGVC/swap/subsets/20260325_040658_rse_expanded_suite/vlguard/train_subset.json	/root/autodl-tmp/FGVC/swap/subsets/20260325_040658_rse_expanded_suite/vlguard/val_subset.json	/root/autodl-tmp/FGVC/swap/outputs/20260325_040658_rse_expanded_suite/vlguard_rse_qwen2_vl_20260325_040658.metrics.json	/root/autodl-tmp/FGVC/swap/outputs/20260325_040658_rse_expanded_suite/vlguard_rse_qwen2_vl_20260325_040658.predictions.jsonl
vlguard	vlguard	raw	rse_zscore	RSE-ZScore	vlguard_rse_zscore_qwen2_vl_20260325_040658	/root/autodl-tmp/FGVC/swap/subsets/20260325_040658_rse_expanded_suite/vlguard/train_subset.json	/root/autodl-tmp/FGVC/swap/subsets/20260325_040658_rse_expanded_suite/vlguard/val_subset.json	/root/autodl-tmp/FGVC/swap/outputs/20260325_040658_rse_expanded_suite/vlguard_rse_zscore_qwen2_vl_20260325_040658.metrics.json	/root/autodl-tmp/FGVC/swap/outputs/20260325_040658_rse_expanded_suite/vlguard_rse_zscore_qwen2_vl_20260325_040658.predictions.jsonl
vlguard	vlguard	raw	rse_cv	RSE-CV	vlguard_rse_cv_qwen2_vl_20260325_040658	/root/autodl-tmp/FGVC/swap/subsets/20260325_040658_rse_expanded_suite/vlguard/train_subset.json	/root/autodl-tmp/FGVC/swap/subsets/20260325_040658_rse_expanded_suite/vlguard/val_subset.json	/root/autodl-tmp/FGVC/swap/outputs/20260325_040658_rse_expanded_suite/vlguard_rse_cv_qwen2_vl_20260325_040658.metrics.json	/root/autodl-tmp/FGVC/swap/outputs/20260325_040658_rse_expanded_suite/vlguard_rse_cv_qwen2_vl_20260325_040658.predictions.jsonl
vlguard	vlguard	raw	rse_shrink	RSE-Shrink	vlguard_rse_shrink_qwen2_vl_20260325_040658	/root/autodl-tmp/FGVC/swap/subsets/20260325_040658_rse_expanded_suite/vlguard/train_subset.json	/root/autodl-tmp/FGVC/swap/subsets/20260325_040658_rse_expanded_suite/vlguard/val_subset.json	/root/autodl-tmp/FGVC/swap/outputs/20260325_040658_rse_expanded_suite/vlguard_rse_shrink_qwen2_vl_20260325_040658.metrics.json	/root/autodl-tmp/FGVC/swap/outputs/20260325_040658_rse_expanded_suite/vlguard_rse_shrink_qwen2_vl_20260325_040658.predictions.jsonl
vlguard	vlguard	raw	rse_adaptive	RSE-Adaptive	vlguard_rse_adaptive_qwen2_vl_20260325_040658	/root/autodl-tmp/FGVC/swap/subsets/20260325_040658_rse_expanded_suite/vlguard/train_subset.json	/root/autodl-tmp/FGVC/swap/subsets/20260325_040658_rse_expanded_suite/vlguard/val_subset.json	/root/autodl-tmp/FGVC/swap/outputs/20260325_040658_rse_expanded_suite/vlguard_rse_adaptive_qwen2_vl_20260325_040658.metrics.json	/root/autodl-tmp/FGVC/swap/outputs/20260325_040658_rse_expanded_suite/vlguard_rse_adaptive_qwen2_vl_20260325_040658.predictions.jsonl
vlguard	vlguard	raw	rse_pca	RSE-PCA	vlguard_rse_pca_qwen2_vl_20260325_040658	/root/autodl-tmp/FGVC/swap/subsets/20260325_040658_rse_expanded_suite/vlguard/train_subset.json	/root/autodl-tmp/FGVC/swap/subsets/20260325_040658_rse_expanded_suite/vlguard/val_subset.json	/root/autodl-tmp/FGVC/swap/outputs/20260325_040658_rse_expanded_suite/vlguard_rse_pca_qwen2_vl_20260325_040658.metrics.json	/root/autodl-tmp/FGVC/swap/outputs/20260325_040658_rse_expanded_suite/vlguard_rse_pca_qwen2_vl_20260325_040658.predictions.jsonl
blink_semantic_correspondence	blink_semantic_correspondence	raw	zero_shot	Zero-shot	blink_semantic_correspondence_zero_shot_qwen2_vl_20260325_040658	/root/autodl-tmp/FGVC/swap/subsets/20260325_040658_rse_expanded_suite/blink_semantic_correspondence/train_subset.json	/root/autodl-tmp/FGVC/swap/subsets/20260325_040658_rse_expanded_suite/blink_semantic_correspondence/val_subset.json	/root/autodl-tmp/FGVC/swap/outputs/20260325_040658_rse_expanded_suite/blink_semantic_correspondence_zero_shot_qwen2_vl_20260325_040658.metrics.json	/root/autodl-tmp/FGVC/swap/outputs/20260325_040658_rse_expanded_suite/blink_semantic_correspondence_zero_shot_qwen2_vl_20260325_040658.predictions.jsonl
blink_semantic_correspondence	blink_semantic_correspondence	raw	sav	SAV	blink_semantic_correspondence_sav_qwen2_vl_20260325_040658	/root/autodl-tmp/FGVC/swap/subsets/20260325_040658_rse_expanded_suite/blink_semantic_correspondence/train_subset.json	/root/autodl-tmp/FGVC/swap/subsets/20260325_040658_rse_expanded_suite/blink_semantic_correspondence/val_subset.json	/root/autodl-tmp/FGVC/swap/outputs/20260325_040658_rse_expanded_suite/blink_semantic_correspondence_sav_qwen2_vl_20260325_040658.metrics.json	/root/autodl-tmp/FGVC/swap/outputs/20260325_040658_rse_expanded_suite/blink_semantic_correspondence_sav_qwen2_vl_20260325_040658.predictions.jsonl
blink_semantic_correspondence	blink_semantic_correspondence	raw	rse	RSE	blink_semantic_correspondence_rse_qwen2_vl_20260325_040658	/root/autodl-tmp/FGVC/swap/subsets/20260325_040658_rse_expanded_suite/blink_semantic_correspondence/train_subset.json	/root/autodl-tmp/FGVC/swap/subsets/20260325_040658_rse_expanded_suite/blink_semantic_correspondence/val_subset.json	/root/autodl-tmp/FGVC/swap/outputs/20260325_040658_rse_expanded_suite/blink_semantic_correspondence_rse_qwen2_vl_20260325_040658.metrics.json	/root/autodl-tmp/FGVC/swap/outputs/20260325_040658_rse_expanded_suite/blink_semantic_correspondence_rse_qwen2_vl_20260325_040658.predictions.jsonl
